N,P,K,temperature,humidity,ph,rainfall,label,Crop,Cluster,PCA1,PCA2
1,35,34,30.79375683,46.69536813,6.27339822,92.21318555,mango,12,1,0.014311695691961036,0.430171762092757
2,24,34,28.89409382,54.80750249,6.472774648,94.76322976,mango,12,1,-0.041134151991959765,0.35966203786913803
39,37,25,33.33024826,45.61143594,6.953246506,98.28583013,mango,12,1,-0.12502988433932313,0.30828689465327674
15,36,27,27.78912455,53.96886679,5.6437102160000014,91.01152997,mango,12,1,-0.03296774049591625,0.3293676433772517
3,18,31,31.65333432,48.20662669,6.392313972999999,91.09745581,mango,12,1,-0.08158102725709329,0.41829259158030896
8,38,32,29.75150773,46.73723302,4.981816523,91.405983,mango,12,1,0.01863394123753731,0.4063879726703337
33,31,34,31.32995611,50.22287593,5.421265282999999,89.78216168,mango,12,1,-0.08520259394623891,0.2795552905239694
14,29,32,35.63627319,48.97047762,6.942520105,97.51952041,mango,12,1,-0.07619618050945946,0.35645436034948436
18,20,26,31.66524687,51.98594645,5.435840509,89.98024312,mango,12,1,-0.12189789233013203,0.3351001395648657
9,21,32,32.26935342,53.56092806,5.870116071,95.94035356,mango,12,1,-0.08130049356563443,0.3411224724834238
20,30,27,27.81005614,51.59445462,4.74910393,95.89898581,mango,12,1,-0.06380128433853269,0.33085147649229485
9,38,25,34.58561471,50.34035336,5.497946899,100.3060719,mango,12,1,-0.028270440601136728,0.3699601055693049
26,24,34,31.27180992,52.23810152,6.811291098,89.74409017,mango,12,1,-0.11367663115737799,0.2919916471799706
31,36,29,33.93679864,52.72170281,6.460542749,97.4611918,mango,12,1,-0.09433803918204368,0.2651504939588499
14,18,35,31.09154239,47.02058367,4.791146778,91.46664318,mango,12,1,-0.07927040798574578,0.37974333469360744
40,16,35,31.89356292,49.02450149,6.4841522000000005,89.59371481,mango,12,1,-0.1808812925144916,0.2684191224212245
28,27,34,32.45465292,50.69693751,6.526654345,95.04871605,mango,12,1,-0.10564969164042916,0.29287133218282313
0,17,30,35.47478322,47.97230503,6.279133738,97.79072474,mango,12,1,-0.09019469153137835,0.4232479330793381
1,29,29,27.32961444,49.30347234,6.052026047000001,93.53197359,mango,12,1,-0.020619037007716782,0.4228788516352411
2,36,31,30.90225239,49.95955487,5.73171945,91.77522598,mango,12,1,0.010006180587930872,0.4005928979103887
12,27,26,29.09382275,45.5661059,5.32307197,96.23520043,mango,12,1,-0.06437292942469336,0.41596583709982643
7,28,35,30.02086169,46.78393776,4.66910839,96.63721027,mango,12,1,-0.012235681863132621,0.40472444000570573
0,36,26,34.13072188,51.25786185,5.101206389,96.38808001,mango,12,1,-0.003447094584318787,0.3953697730560439
26,35,31,33.44619894,53.05980465,5.339556562,98.05089394,mango,12,1,-0.06545810093004521,0.2761919415895337
27,21,30,35.3915464,52.48823147,5.061081874,91.22881052,mango,12,1,-0.13409366102632336,0.28169199500043823
22,38,31,31.53356352,53.06009323,5.8211060360000015,98.57025046,mango,12,1,-0.041882584994588676,0.29456147761548807
22,18,31,30.764551500000003,47.93791463,5.956027059,90.38503469,mango,12,1,-0.12671585285444442,0.35182467702683107
28,23,28,30.01821337,50.09831810000001,5.676032581,96.08745082,mango,12,1,-0.1284373011871462,0.31257355039778006
7,31,27,31.32863689,47.59319575,6.524114355,94.67344737,mango,12,1,-0.04839928522420845,0.41143161804284123
29,34,26,33.88004781,54.39416048,6.2739536760000005,89.29147581,mango,12,1,-0.10462975042290681,0.2657140547827714
8,37,33,28.07802689,54.9640534,6.128167757000001,97.45373619,mango,12,1,0.0025364355693284282,0.33381298009672816
39,16,27,35.53845018,52.94641947,4.934964765,91.54560427,mango,12,1,-0.1988437155072144,0.23920430663133943
40,24,25,28.70595247,50.44030129,5.445008416,95.8946444,mango,12,1,-0.16144657675233695,0.27219521621402254
19,38,26,31.48451729,48.77926304,4.525722333,93.17221967,mango,12,1,-0.032091738080216654,0.3524523841733655
21,21,30,27.69819273,51.41593238,5.403908327999999,100.7720705,mango,12,1,-0.10512301437359188,0.32621123743078534
22,18,33,30.41235793,52.48100602,6.621623545,93.92375879,mango,12,1,-0.13006745030696248,0.30798285701277334
31,20,30,32.17752026,54.01352682,6.207495815,91.88766069,mango,12,1,-0.15571509967783345,0.26173648544445727
18,26,31,32.611261400000004,47.74916499,5.418475257000001,91.10190759,mango,12,1,-0.07814756972115001,0.3608850759892474
24,130,195,29.99677232,81.54156612,6.112305667,67.12534492,grapes,7,3,0.8993027090138183,-0.26057125311026796
13,144,204,30.7280404,82.42614055,6.092241627000001,68.38135469,grapes,7,3,1.020040300918958,-0.24940346837930377
22,123,205,32.44577836,83.88504863,5.896343436,68.73932528,grapes,7,3,0.9011971994105209,-0.29496570668856076
36,125,196,37.46566825,80.65968681,6.15526103,66.83872293,grapes,7,3,0.8298737433335466,-0.31179240641939776
24,131,196,22.03296178,83.74372787,5.732453638,65.34440794,grapes,7,3,0.9288292765730427,-0.26663205232562276
2,123,198,39.64851881,82.21079946,6.253034534,70.39906054,grapes,7,3,0.9131402996227084,-0.20854921647073002
35,140,197,16.77557314,82.75241875,6.106190557000001,66.76285469,grapes,7,3,0.9507546775748414,-0.292000733534657
11,122,195,12.14190714,83.56812483,5.647202395,69.63122027,grapes,7,3,0.9436973637961047,-0.19446156178581994
6,123,203,12.7567962,81.62497448,6.130310493,66.77844567,grapes,7,3,0.9834820569499473,-0.17151134574582388
17,134,204,39.04071989,80.18393287,6.499604931,73.88467027,grapes,7,3,0.9403028476955752,-0.2586150353681827
25,130,197,39.70772192,82.68593454,5.554831977,74.91506217,grapes,7,3,0.8842179934235638,-0.30123082654300365
27,145,205,9.467960445,82.29335466,5.800242694,66.02765219,grapes,7,3,1.042402771033616,-0.2589942435598071
9,122,201,29.58748357,80.91934392,5.570290539,68.06417307,grapes,7,3,0.9313453867404945,-0.2077117878634091
16,139,203,17.82803682,80.96093443,6.27564088,65.84748763,grapes,7,3,1.0153127097282608,-0.21690583731343646
32,141,204,8.825674745,82.89753705,5.536645599,67.235765,grapes,7,3,1.0110499388362981,-0.2796314455236034
22,138,195,27.83487131,83.51444973,6.208196881,73.02882766,grapes,7,3,0.9422496551669682,-0.27111540811726176
31,144,202,11.02105378,80.55557235,5.870600622,68.23963161,grapes,7,3,1.0131248462656683,-0.25642160379794127
3,136,205,17.5862944,80.84806564,6.334771461,71.40654520000002,grapes,7,3,1.0428374358361276,-0.17171620554847333
28,122,197,19.89363946,82.73366439,5.856575335,69.66256816,grapes,7,3,0.8837592736920977,-0.2681672359199617
4,136,204,29.93707596,81.77713468,5.898944282,65.52279323,grapes,7,3,1.0137669752892633,-0.20559440423953815
39,145,201,36.73126647,80.58931938,5.775600435,72.24230804,grapes,7,3,0.9328159071889051,-0.3379643938358174
38,132,197,20.42094753,81.54185044,5.931101816,66.93065667,grapes,7,3,0.9005998541700148,-0.29732055050286815
36,133,198,25.51939719,83.98351748,6.2286454,69.17281221,grapes,7,3,0.8968831468926377,-0.3245051011535627
25,121,201,30.50734778,82.71775569,5.594240602999999,70.08200379,grapes,7,3,0.8788891960493058,-0.28526369988955924
15,125,199,18.426993600000007,80.55625868,5.569230319,69.75734306,grapes,7,3,0.9474334400959692,-0.20237874330035852
24,140,205,12.087022,83.59398734,5.93202852,68.66813363,grapes,7,3,1.0192404744423162,-0.26409656428562744
13,132,203,23.60115364,82.48336987,6.423216506,73.23901752,grapes,7,3,0.97440802869783,-0.23137022500821192
5,126,197,12.80000387,81.20876367,6.417500829,67.10439401,grapes,7,3,0.9768815413927924,-0.15454790293746862
30,120,200,38.06099482,82.24729637,6.234904253,65.70148216,grapes,7,3,0.83414818867433,-0.30986022633221544
23,142,197,39.06555518,82.03812973,6.000573725,69.30772897,grapes,7,3,0.9421063033812512,-0.2875919979468489
26,135,203,33.78372897,81.16314317,5.6851027689999984,74.53557341,grapes,7,3,0.9370790600453707,-0.2905338462683045
7,126,203,16.76201707,82.00335557,5.662140095,73.28712806,grapes,7,3,0.9883099285274427,-0.19074615637877318
32,139,198,35.89307536,82.66850729,6.358186848,66.53946559,grapes,7,3,0.9108623683500563,-0.31928556707565
9,141,202,21.01245395,81.17931863,6.119495295,66.38448261,grapes,7,3,1.0343520524915955,-0.1988363197550718
20,142,196,10.89875873,80.01639435,6.207600782999999,68.69420397,grapes,7,3,1.0113996580709994,-0.1995120524640966
32,129,201,16.36251869,83.00471609,6.48754639,71.55665483,grapes,7,3,0.91817645004446,-0.2867181034925235
3,134,199,20.28370163,81.32235739,5.81717753,71.06611222,grapes,7,3,1.0132258576915951,-0.17152979511600264
38,138,204,25.11108456,83.25447587,6.325480034,73.01026829,grapes,7,3,0.9331141471141401,-0.33729106938424325
14,131,198,33.4641162,83.86742974,5.562790949,67.92204319,grapes,7,3,0.9376274255798027,-0.2583282804212831
20,122,204,11.7976469,80.86325389,6.487369687,65.06962486,grapes,7,3,0.9429350182195682,-0.21447635317864838
40,126,201,11.36300891,80.03100049,6.116982944,71.18289431,grapes,7,3,0.9001134707950226,-0.27892079644674034
36,128,204,25.23542319,80.68700527,5.695792761,67.03840888,grapes,7,3,0.903074089913931,-0.30285820224963
11,132,197,15.99050693,81.23966573,5.7343170070000005,74.40198861,grapes,7,3,0.9857159869688004,-0.18906085438655898
0,137,195,22.4359017,80.18612085,6.329499832000001,65.3973168,grapes,7,3,1.0132261822995245,-0.1457142059185688
19,123,200,34.76086052,81.03544763,6.167013532,65.70430027,grapes,7,3,0.8870276019777286,-0.25272426776135865
31,136,197,31.11047251,83.34010951,5.653776057999999,71.43001582,grapes,7,3,0.9140151892651805,-0.31252100103977976
4,134,200,28.57828803,80.95628959,5.840256272,73.34232097,grapes,7,3,0.9939810769919318,-0.19096377404768652
39,139,201,41.18664903,81.01783402,5.5399808120000005,68.68895899,grapes,7,3,0.8986238650065398,-0.3480920840371486
8,127,196,27.02766138,83.17093908,5.833302165,70.95666003,grapes,7,3,0.9411738775837755,-0.21295634126313373
39,138,203,21.19339319,82.33098331,6.399433771,74.62834921,grapes,7,3,0.9354938207464233,-0.3235238633302816
32,120,204,10.38004759,83.44518113,6.138958698,67.39173790000001,grapes,7,3,0.9059258002737568,-0.28016570273211777
12,142,203,31.3115978,82.56407013,5.972850837999999,65.01095312,grapes,7,3,1.0111485137848386,-0.244855786455571
8,133,195,20.46657776,80.97598029,6.456079585,71.29813872,grapes,7,3,0.9745192434620367,-0.17907521642432472
8,139,199,29.36947679,81.53996362,6.3364266670000005,66.13442813,grapes,7,3,0.9963117879905274,-0.20899243175528018
21,134,202,10.72302459,80.02130636,6.425419926,65.29821120000001,grapes,7,3,0.9912435485007075,-0.2089219852935178
40,140,195,14.97846952,80.49979873,6.2943956760000015,71.63437433,grapes,7,3,0.932680900725733,-0.28446299557819227
39,127,202,15.3246651,81.67215994,6.477768039,71.60102999,grapes,7,3,0.8964910408089986,-0.2995056299809677
19,120,195,18.73932187,81.12109244,5.931538447,73.55807954,grapes,7,3,0.8947986486154476,-0.21528542520517768
21,139,201,19.3642553,83.36094029,5.980598579,67.15094741,grapes,7,3,0.9928946590128737,-0.2578168969749956
17,136,195,41.20733624,81.61051026,6.389783283,65.90227462,grapes,7,3,0.9168368531152876,-0.2587180070935985
33,139,203,33.34214482,82.51034633,5.693287415,70.68098614,grapes,7,3,0.9368887359045881,-0.3275453101601423
22,133,201,23.81995682,80.12211649,6.00299607,67.27398640000001,grapes,7,3,0.9544231493665154,-0.23924206547428395
32,130,196,40.66012294,81.24995984,6.372959542,74.03030056,grapes,7,3,0.8515793551830749,-0.31246265706595294
37,135,205,11.82768186,80.2827185,5.510924848999999,74.10225057,grapes,7,3,0.966804891352251,-0.28272281903766483
15,140,195,13.28504331,83.54193816,5.69945282,65.80006004,grapes,7,3,1.0114735293348809,-0.21538273004790814
39,132,196,35.83089092,83.32560104,5.778594403,73.67984885,grapes,7,3,0.857862783411937,-0.349019878878692
40,121,199,26.18159716,81.03886263,6.315586313,66.05911698,grapes,7,3,0.8351078347309173,-0.31063620280950016
40,132,202,24.57558351,80.70695797,5.9718130060000005,69.706113,grapes,7,3,0.9013614224702151,-0.3147858769727064
29,142,203,29.67229086,83.71498986,5.891195653,66.48490371,grapes,7,3,0.9680360778793787,-0.3154189329479947
32,121,199,39.37102553,81.25353895,6.129812716,74.08101744,grapes,7,3,0.8265644500329665,-0.3126510420741875
6,140,205,17.66558428,82.92903419,6.313085601,69.8671263,grapes,7,3,1.0517937679718647,-0.20252855821877108
8,120,196,24.06679352,82.66396666,6.053662544,69.81855775,grapes,7,3,0.9146663867366712,-0.19946326856064353
34,133,202,15.31413469,80.09711412,5.804799142,74.82144653,grapes,7,3,0.9448058073456095,-0.2709956500839872
35,135,199,21.77466746,80.54942557,6.400719746,69.39630398,grapes,7,3,0.9207095016572322,-0.28426952433563135
16,145,199,26.91624843,80.76838926,5.953966361,69.30927185,grapes,7,3,1.0108855774070613,-0.23030071530557533
8,136,201,41.65602996,82.22118237,5.6092559920000005,74.19664838,grapes,7,3,0.9665564820859427,-0.24640672397287064
25,129,195,17.98667801,81.17712085,5.777271492000001,72.37127689,grapes,7,3,0.9225036265047392,-0.23907503837676683
16,130,201,29.12033769,82.79092939,5.682395429,68.8503047,grapes,7,3,0.9466935424874587,-0.2521095013759779
39,129,203,34.38922481,83.18392806,5.863996687,71.03001556,grapes,7,3,0.870568053493999,-0.35461141910275484
38,135,203,41.36106301,82.79782954,6.444373116,69.92107482,grapes,7,3,0.8783506035124187,-0.3617755140587412
33,120,205,35.12158265,82.26890793,5.550832177999999,69.71518491,grapes,7,3,0.8557052158905575,-0.32634260992917824
35,125,204,19.6491772,80.15215777,6.107741787999999,73.69529586,grapes,7,3,0.8995034603252123,-0.28380658943039966
1,132,200,16.27852801,82.94270065,5.620745638,66.57462809,grapes,7,3,1.0245517238656494,-0.17064154263341974
39,140,203,21.11903604,80.63399198,6.349875906,69.27779761,grapes,7,3,0.9474777740015448,-0.3068164323357453
28,145,202,19.2077707,82.90428409999998,6.484323189,66.83113717,grapes,7,3,0.9991724755177571,-0.2816985534130376
6,128,200,25.96308415,82.57813624,5.838748311,70.31782647,grapes,7,3,0.9672883930408454,-0.20487872070403107
6,139,199,25.67385024,81.6212135,6.29099842,74.10919422,grapes,7,3,1.0089409522277926,-0.1978534268588417
29,122,196,41.94865736,81.15595212,5.638328481,73.06862952,grapes,7,3,0.8291088018355451,-0.30166191379989205
37,144,197,11.18994268,80.8084305,6.415555956,66.34234944,grapes,7,3,0.9740791747603031,-0.2711025359228302
38,120,197,17.5438296,82.94703302,6.323722572,73.77063744,grapes,7,3,0.8464873664530798,-0.3022809105413052
38,141,198,13.05809741,80.28297993,5.757009965,70.75633584,grapes,7,3,0.9632350557725006,-0.27730981614385275
14,121,203,9.724457611,83.74765639,6.1586894060000015,74.46411148,grapes,7,3,0.9561128647001185,-0.2162476560110528
6,125,204,27.92004934,82.93262435,5.7335398070000005,69.92092839,grapes,7,3,0.9634738705972092,-0.217870160536228
32,138,197,9.535585543,80.73112694,5.908724337000001,69.44115171,grapes,7,3,0.9694851560579901,-0.2488130332110052
11,124,204,13.42988625,80.06633966,6.361141107000001,71.40043037,grapes,7,3,0.9732753527216828,-0.1803995421343788
23,138,200,9.851242629,80.22631717,5.96537863,68.42802444,grapes,7,3,1.003336155786608,-0.21624006948423943
40,143,201,24.97256132,82.72828653,6.476757723,66.70016285,grapes,7,3,0.9407045565836503,-0.3336087247152948
6,142,202,27.23708304,82.94573346,6.224542938,70.42508897,grapes,7,3,1.0295492281485665,-0.21777682336489138
37,124,195,18.70679077,83.4795292,6.209928251,66.5964488,grapes,7,3,0.8605856787642351,-0.30127938409598587
35,134,204,9.949929082,82.55138983,5.841138354,66.00817551,grapes,7,3,0.9658312751152651,-0.28666296122265783
119,25,51,26.47330219,80.92254421,6.283818329,53.65742581,watermelon,21,4,-0.3004305581242848,-0.3186245314163399
119,19,55,25.18780042,83.44621709,6.818261382999999,46.87420883,watermelon,21,4,-0.3169890884271416,-0.3404042465890829
105,30,50,25.29954705,81.77527562,6.37620108,57.04147057,watermelon,21,4,-0.2422756666281658,-0.273212271943729
114,8,50,24.74631269,88.30866319,6.581587932000001,57.95826144,watermelon,21,4,-0.37115414193317514,-0.3576596343027145
93,22,52,26.58740671,81.32563243,6.932739726,41.87540028,watermelon,21,4,-0.24389894945285043,-0.22192460703644085
80,26,55,24.53442564,88.989272,6.140099215,49.11618732,watermelon,21,4,-0.1730244625007322,-0.24956230810026706
85,27,45,26.0713757,88.7285657,6.467095849,57.79652846,watermelon,21,4,-0.22430444880998568,-0.2546795836717925
85,22,53,25.96534238,89.77076659,6.849471704,59.46338556,watermelon,21,4,-0.22535835456641787,-0.2757176360783967
82,22,45,26.22338015,85.34866045,6.512196212,54.60159289,watermelon,21,4,-0.2366740524021609,-0.21053511239550957
118,13,54,24.41311871,89.81574032,6.039584629,44.07843475,watermelon,21,4,-0.33735955194538997,-0.3897693502907794
83,25,53,26.49195283,80.04678201,6.057697106,57.72799157,watermelon,21,4,-0.19279809266221157,-0.1830763831267685
86,15,47,24.04355803,84.18406764,6.423898762,53.78929956,watermelon,21,4,-0.26572085574128995,-0.21146482901953728
101,10,47,25.5421695,83.31883376,6.936997681,57.57343233,watermelon,21,4,-0.33897140137847,-0.26084474612458264
119,9,50,26.74550678,83.9195902,6.251286661,40.794305,watermelon,21,4,-0.3748000085374182,-0.335198349511155
104,17,46,25.7131428,80.22972777,6.190015912000001,43.08961827,watermelon,21,4,-0.3060038402012016,-0.24100240010694846
95,12,51,25.76484262,84.17269959999999,6.681606702000001,44.22066914,watermelon,21,4,-0.29532950127840163,-0.24997196287206352
102,14,52,26.79489868,89.64815231,6.51075991,57.74091817,watermelon,21,4,-0.3092187954860449,-0.3348768197786223
109,21,55,24.9004602,89.73524177,6.770278088,57.44942094,watermelon,21,4,-0.2854720567232426,-0.36433939377168656
81,18,50,26.80750629,88.22874955,6.429788072999999,58.79889057,watermelon,21,4,-0.23857980763557227,-0.24292429811122238
103,17,51,25.11189154,80.02621335,6.209888345,44.20656987,watermelon,21,4,-0.28572000361535027,-0.24304016193496597
105,14,50,26.2148837,87.68839820000002,6.419052193,59.65590798,watermelon,21,4,-0.32102964444883997,-0.32451621818631066
97,8,52,24.9103226,86.97190046,6.237861736,49.48575692,watermelon,21,4,-0.3116199915804851,-0.28413071442233645
120,19,49,25.79448878,84.26830701,6.762471628999998,56.45229202,watermelon,21,4,-0.34308492504745547,-0.3461516775967662
95,16,55,25.26931156,87.55055105,6.612847999,40.12650421,watermelon,21,4,-0.26323167937458014,-0.2862237001047463
83,29,52,25.76402693,87.5931128,6.704688865,46.05122728,watermelon,21,4,-0.18512841470394556,-0.24420025647895288
83,9,45,25.85483596,89.13163965,6.049609892,46.85176955,watermelon,21,4,-0.29247634508387227,-0.24184996015548146
91,21,50,24.33528185,81.44030363,6.762030215,48.32113628,watermelon,21,4,-0.2440106967516577,-0.20999287261924637
116,5,54,25.37601283,80.99313508,6.65398725,57.23028471,watermelon,21,4,-0.37474617297593815,-0.3054511849162942
112,28,54,24.86094646,85.05318563,6.738030547,55.29563514,watermelon,21,4,-0.2617905472239867,-0.33269538096831913
88,29,51,24.71885473,88.94568335,6.095689937,48.45978627,watermelon,21,4,-0.19448589761434787,-0.2731069831456656
118,15,45,24.21495706,84.20576992,6.538006356,48.01138482,watermelon,21,4,-0.36065996553817314,-0.32449458439903256
92,21,48,25.81692236,82.043255,6.377427122,54.82963379,watermelon,21,4,-0.2544926333772537,-0.22176044866424924
106,14,45,24.47018505,84.16390229,6.417011754,57.26773002,watermelon,21,4,-0.3335801280370373,-0.2835266834140805
99,5,47,24.13078816,84.84494575,6.649086972,51.19470197,watermelon,21,4,-0.34896959533140726,-0.2611878723392572
98,8,51,26.1793464,86.52258079,6.25933595,49.43050977,watermelon,21,4,-0.3205689874108161,-0.2845504354662954
108,22,46,26.17668721,86.72952049999998,6.121168559,53.33484977,watermelon,21,4,-0.3010534158541715,-0.32087333920250444
119,7,55,26.03867719,84.6378378,6.031424482,44.3993381,watermelon,21,4,-0.36454686998509905,-0.34977121682835915
117,27,48,26.53259325,82.39053979,6.835268183999999,54.30660782,watermelon,21,4,-0.30298785303659365,-0.31943944995846707
109,10,53,26.81938687,87.8274604,6.5517503060000015,46.06193778,watermelon,21,4,-0.3398709254630408,-0.3405065333104069
80,16,46,25.50405534,81.40297428,6.940236218,48.47833278,watermelon,21,4,-0.2541332339026457,-0.1628430580028038
100,18,52,26.20234499,80.38266489,6.87606733,56.47941847,watermelon,21,4,-0.2825641446767801,-0.24249103256151275
91,7,53,25.13735887,89.28272716,6.457216535,43.52897517,watermelon,21,4,-0.2991847516541204,-0.2822322170718736
86,6,53,25.92030221,83.47202566,6.921847887999999,42.10681516,watermelon,21,4,-0.29306143712983346,-0.21103939621777346
107,5,52,26.6634609,89.98405233,6.8814257460000015,57.40847165,watermelon,21,4,-0.36737437781524945,-0.3525315002232467
103,16,49,24.06731461,81.64075303,6.915717008,51.75212401,watermelon,21,4,-0.3048359552708778,-0.2532691848512808
101,20,48,24.6774157,82.75411437,6.206247493999999,57.05709413,watermelon,21,4,-0.28019791498610674,-0.2599329510507541
85,25,47,26.11440416,87.64081095,6.29542477,58.48160844,watermelon,21,4,-0.22446272677004325,-0.24822086082666162
84,7,51,26.81530456,87.65694462,6.399669044,55.74073582,watermelon,21,4,-0.2917141158434233,-0.246092576074743
102,28,54,25.15623099,80.27525115,6.862157042000001,55.49541453,watermelon,21,4,-0.23355126868711704,-0.2529370004515149
98,25,52,25.2801372,83.15393658,6.224066378,49.29456609,watermelon,21,4,-0.2362122666906827,-0.25918424751821034
97,25,50,26.22005978,80.90127035,6.093814669,49.08553937,watermelon,21,4,-0.2394440211744669,-0.23376880514843107
90,16,45,24.92093261,80.61750795,6.291540277999999,50.55710813,watermelon,21,4,-0.2765511193245809,-0.19171930129516607
95,12,46,26.21667586,81.01009354,6.32281728,54.65423596,watermelon,21,4,-0.30956920360015866,-0.21816777340300983
82,23,49,26.81383586,87.21986949,6.873283991,51.70497792,watermelon,21,4,-0.22469192231863355,-0.23401919016501607
82,25,51,24.31334971,87.47409052,6.074209622000001,48.11248366,watermelon,21,4,-0.19387323692288638,-0.23549949508894083
110,28,46,24.29105004,88.04541346,6.49889585,51.26046418,watermelon,21,4,-0.27956444237732564,-0.336820710730553
118,21,51,24.42998931,86.33904774,6.678805092,48.58241822,watermelon,21,4,-0.3172561843013739,-0.3561460295346263
120,20,45,25.66576039,88.6984228,6.114128685,54.22722466,watermelon,21,4,-0.3464889143633692,-0.3800061472284845
91,7,52,25.07803672,83.46230461,6.405054243,56.39962921,watermelon,21,4,-0.301397969614135,-0.23236033740572215
81,6,55,24.88910524,85.87059083,6.110142735,51.70699144,watermelon,21,4,-0.265138927249321,-0.22051021580267902
101,13,54,25.42900869,82.91481799,6.828982708,56.34144589,watermelon,21,4,-0.3003885687238887,-0.26943194536128917
101,17,55,24.37118217,87.1269128,6.451499763999999,44.63907691,watermelon,21,4,-0.27221290807126564,-0.30493838312938665
111,6,53,26.493064500000006,88.59143088,6.313512998999999,46.06382209,watermelon,21,4,-0.36048664822661736,-0.35336030275654473
107,10,49,25.83202912,89.00481725,6.755192025,45.24690619,watermelon,21,4,-0.3479990317285484,-0.3344144059180903
115,11,46,24.41592661,89.39655519,6.623167177000001,40.32161859,watermelon,21,4,-0.3697522372468718,-0.358412492311291
84,25,52,24.37190239,81.2514818,6.12532356,44.20899581,watermelon,21,4,-0.19218860085914283,-0.1868377618227734
120,7,47,24.24782473,83.03687902,6.653867608,54.76576239999999,watermelon,21,4,-0.3978476261844632,-0.32442963382797535
91,12,46,24.64458469,85.49938185,6.343942518,48.31219031,watermelon,21,4,-0.29629144409076236,-0.23863617970398668
89,22,52,24.89681131,86.10782926,6.217300786,53.14626213,watermelon,21,4,-0.22664656048345422,-0.25240540293977526
113,19,46,25.41864024,81.12122989,6.286387658,49.52320689,watermelon,21,4,-0.3241723495950483,-0.2844265021908133
97,22,50,26.26028739,86.14585891,6.769893799999998,58.97878791,watermelon,21,4,-0.2658468320366588,-0.28268918225231127
117,30,50,24.90123934,87.20772913,6.744966312000001,46.59207341,watermelon,21,4,-0.279118507517302,-0.36153633612543845
90,14,52,24.84740848,89.20454622,6.391858432,59.67927244,watermelon,21,4,-0.27058796797796536,-0.28357119640766293
104,23,47,26.98212846,86.70068316,6.770434148,42.91292205,watermelon,21,4,-0.288711332890945,-0.3045648485197427
81,16,45,26.90435747,86.25426228,6.727468157000001,59.75980023,watermelon,21,4,-0.26662674335877673,-0.21598878536807486
88,5,47,25.86475496,86.67468041,6.662244646,41.16554802,watermelon,21,4,-0.32156928937115803,-0.237057035058991
92,7,45,26.70607759,81.14149505,6.944640222,51.51033554,watermelon,21,4,-0.3343880678875438,-0.20377770687565852
81,18,50,26.44019475,80.91934337,6.507110986,47.81847573,watermelon,21,4,-0.2316798631379072,-0.1719442836858905
111,5,55,26.283443,84.42478917,6.520663422,50.78669728,watermelon,21,4,-0.35883137135288284,-0.31954597521579053
108,23,51,26.84366082,83.85039964,6.106500787000001,40.228644,watermelon,21,4,-0.2766441194127805,-0.30023956153252057
113,30,50,26.03967219,83.9862443,6.277484042999999,43.87712348,watermelon,21,4,-0.2631150758400605,-0.3197702969830413
83,10,53,24.92994759,85.00802358,6.195142279,48.75859458,watermelon,21,4,-0.259042228876487,-0.21682762519477702
101,11,51,25.50736962,84.24340241,6.792035575,44.2068997,watermelon,21,4,-0.3169896268014878,-0.27172588075784754
114,21,55,25.4438391,87.93923120000002,6.472756256,57.51549686,watermelon,21,4,-0.29620314112589585,-0.36818557122963924
99,6,45,26.12588914,86.5507939,6.000975617000001,40.71210074,watermelon,21,4,-0.34714388665270735,-0.2750596392760158
92,20,55,25.10474753,87.52676159999999,6.5877912620000005,59.26519444,watermelon,21,4,-0.2408134467281719,-0.28266573835981607
92,7,48,26.27520631,86.63249555,6.956508826,54.38748495,watermelon,21,4,-0.32752729894492655,-0.25870296701157963
91,24,55,26.27061608,83.09194521,6.259086582999999,46.76837499,watermelon,21,4,-0.21359921373736415,-0.23855133808904047
110,21,54,26.73690828,87.82430156,6.747537642,47.46447019,watermelon,21,4,-0.29204755863782855,-0.3492197511164908
112,25,51,25.04746944,85.5667282,6.932537231,56.72496677,watermelon,21,4,-0.28839766866865485,-0.33189171898425607
89,25,54,24.69368934,85.56967628,6.353107392999999,48.99390828,watermelon,21,4,-0.20624616382449637,-0.24969594480462595
100,10,53,24.54356968,84.60808277,6.211748957,42.00660251,watermelon,21,4,-0.3032738355486599,-0.2727567166701305
83,22,54,25.89762315,81.96664832,6.277245253999999,54.49960057,watermelon,21,4,-0.20439501646650032,-0.19848620278697032
95,14,50,26.6333118,84.31756844,6.560443519,56.31866159,watermelon,21,4,-0.29325542382633835,-0.2564661286133624
119,30,49,25.35794749,80.45846265,6.903020221,47.72078245,watermelon,21,4,-0.2870026059206852,-0.3071195084981982
97,12,47,25.28784623,89.63667876,6.765094963999998,58.28697664,watermelon,21,4,-0.32037490346380865,-0.3039888559066061
110,7,45,26.63838589,84.69546874,6.189213927000001,48.32428609,watermelon,21,4,-0.37685549897881365,-0.30253912116795906
96,18,50,25.3310446,84.30533791,6.904241707000001,41.53218699,watermelon,21,4,-0.27522040810961973,-0.25280224959524494
83,23,55,26.89750174,83.89241484,6.463271076,43.97193745,watermelon,21,4,-0.19958076382480977,-0.21585374655559364
120,24,47,26.98603693,89.4138489,6.260838965,58.54876687,watermelon,21,4,-0.3279723431704309,-0.3949933853705451
115,17,55,27.57826922,94.11878202,6.776533055,28.08253201,muskmelon,15,4,-0.3219092221451755,-0.41990866350178957
